id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11156,An Oasis in the City,40855,Colleen,,Sydney,-33.86767,151.22497,Private room,65,90,196,2020-03-05,2.02,1,364,0,
14250,Manly Harbour House,55948,Heidi,,Manly,-33.80084,151.26378,Entire home/apt,470,2,3,2021-06-01,0.04,2,129,1,Exempt
15253,Unique Designer Rooftop Apartment in City Location,59850,Morag,,Sydney,-33.87964,151.2168,Private room,79,2,377,2021-04-19,3.54,1,342,13,PID-STRA-24061-7
44545,Sunny Darlinghurst Warehouse Apartment,112237,Atari,,Sydney,-33.87888,151.21439,Entire home/apt,130,90,76,2019-08-20,1.00,1,0,0,
58506,"Studio Yindi @ Mosman, Sydney",279955,John,,Mosman,-33.81748,151.23484,Entire home/apt,140,2,293,2021-03-22,3.13,1,311,11,PID-STRA-6093
61721,"2br Eclectic Stylish Home, 2 mins to Bondi Beach",299170,Eilish,,Waverley,-33.88905,151.27653,Entire home/apt,245,90,33,2020-04-01,0.26,1,338,1,
66009,Comfort & space in the heart of Paddington,322887,Belinda,,Woollahra,-33.88273,151.22724,Private room,90,90,1,2014-02-28,0.01,1,0,0,
67112,Quiet base to explore Sydney,160705,Liz,,Marrickville,-33.91353,151.13982,Private room,75,90,23,2013-04-02,0.18,1,363,0,
68999,A little bit of Sydney - Australia,333581,Bryan,,Hornsby,-33.72966,151.05226,Private room,89,1,61,2014-11-09,0.71,1,349,15,PID-STRA-9081
71866,A Jewel Amongst Greenery,292913,Marzena,,Randwick,-33.9086,151.25185,Entire home/apt,187,3,8,2021-04-05,0.08,2,365,1,PID-STRA-23689
86853,Bondi Beach Break 2 Bedroom Apt,476047,Ann,,Waverley,-33.8943,151.26724,Entire home/apt,224,2,131,2020-10-30,1.57,1,344,16,PID-STRA-6436
87709,Room + own Bathroom in Family Home!,480315,Marianne,,Ku-Ring-Gai,-33.70174,151.12481,Private room,70,90,24,2016-11-01,0.19,1,327,1,
92853,Balmain - spacious modern house with pool,407155,Nicole,,Leichhardt,-33.85982,151.17613,Entire home/apt,750,90,10,2013-10-07,0.08,1,351,0,
103273,Apartment in North Bondi Village,172878,Christopher,,Waverley,-33.8907,151.28519,Entire home/apt,343,3,65,2016-04-22,0.65,1,0,0,PID-STRA-4507
105938,Secret Beach Hideaway with Tropical Gardens,549372,Susanne,,Pittwater,-33.64793,151.31775,Entire home/apt,307,14,14,2019-05-01,0.23,1,287,3,PID-STRA-6470
118658,Luxury apartment by the beach,599232,James,,Waverley,-33.88918,151.28414,Entire home/apt,225,90,5,2011-11-26,0.04,1,90,0,
130970,Bright Private Room Close to the City,644516,Mel,,Sydney,-33.89338,151.20406,Private room,52,90,351,2021-06-11,4.72,2,0,13,
135691,Private room for your Bondi holiday,501973,Francine,,Waverley,-33.88823,151.26238,Private room,150,3,33,2017-11-03,0.32,2,364,0,PID-STRA-15719
153444,"Potts Point: Lrg Mod Art Deco Apt, walk everywhere",733574,Tobias,,Sydney,-33.87249,151.22479,Entire home/apt,120,7,225,2019-09-09,2.53,2,285,4,PID-STRA-6256
166468,"Artist Studio/Apartment in Dee Why, Sydney",519216,Godelieve,,Warringah,-33.75781,151.29074,Private room,158,14,18,2018-04-04,0.17,1,89,0,PID-STRA-25953
196157,Beautiful peaceful room w/ensuite,954713,Gill,,Ku-Ring-Gai,-33.76546,151.18476,Private room,50,2,49,2015-08-02,0.40,2,355,3,PID-STRA-7448
196170,"Spacious 2-Bed Unit, 5 Min Walk to Bondi Beach",954703,Diana & Lorenzo,,Waverley,-33.89531,151.26574,Entire home/apt,108,90,7,2019-01-14,0.06,1,6,0,
199043,CLOSE TO THE CITY 1,972136,Marty,,Sydney,-33.91417,151.21069,Private room,74,90,71,2016-02-06,0.81,1,89,0,
199669,Serenity Bondi Beach stay,975349,Susie,,Waverley,-33.88867,151.27357,Entire home/apt,275,8,8,2014-02-16,0.10,1,286,3,PID-STRA-17999
210439,"Great Location, Paris End,  Potts Point Sydney",519412,Sarah,,Sydney,-33.86721,151.2261,Entire home/apt,110,90,19,2020-01-07,0.27,1,0,0,
219030,The Beachhouse Eco Retreat,490291,Ingrid,,Waverley,-33.89286,151.26631,Entire home/apt,250,4,83,2019-10-23,0.98,2,282,3,PID-STRA-8961
225478,Le Soleil Beach Front Luxury Villa,1174760,Christian,,Sutherland Shire,-34.08323,151.15674,Entire home/apt,594,2,18,2021-11-02,0.17,1,301,5,PID-STRA-8241
232188,Best of Both Worlds North Narrabeen,695349,Family Team -,,Pittwater,-33.69868,151.29306,Entire home/apt,257,3,131,2020-01-04,1.17,1,213,3,PID-STRA-39021
232782,Loft Style Apartment in Sydney,1012161,Kirsteen,,Sydney,-33.8932,151.21055,Entire home/apt,110,90,21,2018-07-07,0.19,1,0,0,
236590,Modern Spacious  1bdrm Apartment !!,1240169,Margaret,,Blacktown,-33.70676,150.92431,Entire home/apt,120,90,32,2014-09-17,0.36,1,251,0,
249100,Rainforest garden apartment - deck,1305178,Judy,,North Sydney,-33.84357,151.21512,Private room,101,1,88,2019-01-01,1.06,2,85,0,PID-STRA-22297
249158,Top Floor Apartment Steps To Darling Harbour and ICC,1305383,MadeComfy,,Sydney,-33.87536,151.19675,Entire home/apt,136,90,97,2018-08-19,0.81,1,275,1,
255090,Your Own Private Studio Apartment,1340540,Tommy,,Woollahra,-33.87621,151.2327,Entire home/apt,75,90,17,2013-03-10,0.14,1,159,0,
257847,FISHERMAN'S BAY BUSH COTTAGE -  Maianbar,1356919,Laelie,,Sutherland Shire,-34.07948,151.125,Entire home/apt,300,4,29,2019-03-07,1.29,1,89,5,PID-STRA-4351
264513,Family Home on Willoughby Park.,1387801,Kristin,,Willoughby,-33.79382,151.20226,Entire home/apt,714,90,33,2012-09-17,0.28,1,0,0,
275607,Beach-chic sun drenched apartment,1440732,Jacqui,,Waverley,-33.8947,151.2704,Entire home/apt,250,90,13,2014-06-17,0.11,1,202,0,
276617,Potts Point Apt - Sunny with Views,1261500,Hugh,,Sydney,-33.8727,151.22403,Entire home/apt,123,3,293,2020-01-27,2.66,5,0,20,PID-STRA-8777
283378,Wow factor Harbour & Fire works,1475640,Joe,,Sydney,-33.87561,151.22248,Private room,275,90,0,,,1,0,0,
287388,Your own little Sydney terrace close to everything,1495023,Jess,,Sydney,-33.90002,151.19963,Entire home/apt,290,7,5,2018-05-04,0.11,1,262,0,PID-STRA-23359
290146,"Bellevue Hill Designer, Beaches, City and Views",113874,Bondi Beach Holiday Homes,,Woollahra,-33.88596,151.25758,Entire home/apt,301,2,29,2019-11-19,0.45,47,212,2,PID-STRA-18604
290929,STYLISH 2 BED + PARKING PADDINGTON,1508328,Edwina,,Woollahra,-33.88401,151.23598,Entire home/apt,240,90,6,2012-09-09,0.05,1,0,0,
291782,"BONDI  ROOM IN ARTY HOUSE,  WIFI",107189,Gab,,Waverley,-33.89447,151.25199,Private room,63,28,6,2019-01-09,0.05,1,0,0,Exempt
299749,Beachy Art Deco Apartment near Manly & 11k to CBD,1544990,Lucy,,Manly,-33.79568,151.25972,Entire home/apt,120,90,7,2018-02-17,0.14,2,0,0,
329096,Funky Victorian Terrace in Newtown,1437903,Ruth,,Marrickville,-33.89498,151.17343,Entire home/apt,200,90,1,2013-01-05,0.01,1,0,0,
330547,Large room Sydney harbour views,1686302,Pierre,,Canada Bay,-33.85329,151.16129,Private room,55,3,36,2013-11-15,0.33,2,335,0,PID-STRA-24178
340563,Resort Style minutes from the City,1727971,Gregory,,North Sydney,-33.83728,151.19655,Private room,119,3,8,2019-03-19,0.08,1,365,0,PID-STRA-9088
352147,"Sydneys garden suburb, bright & SC",1783493,Michelle,,The Hills Shire,-33.76058,151.01361,Private room,80,2,22,2018-11-15,0.20,1,335,0,PID-STRA-14039
360141,Massive Warehouse Loft Apartment,1821747,Scott,,Marrickville,-33.91701,151.15206,Entire home/apt,90,7,160,2020-05-18,2.74,1,51,1,PID-STRA-1700
363237,"1br, Parking, WiFi, Garden",1835730,Mina,,Ashfield,-33.88749,151.14016,Entire home/apt,85,90,3,2014-10-31,0.03,1,0,0,
363282,Lux pad in Potts Point,1835060,Sarah,,Sydney,-33.87112,151.22452,Entire home/apt,264,1,74,2020-01-01,0.65,1,362,1,PID-STRA-8581
365953,En suite room in gorgeous house!,1827246,Jen,,Mosman,-33.82183,151.23645,Private room,145,90,6,2017-01-14,0.09,1,358,0,
366856,Bondi Studio 5  - in the heart of Bondi,1852102,Ann And Mad,,Waverley,-33.89465,151.26372,Entire home/apt,165,2,134,2021-06-30,2.56,3,77,9,PID-STRA-6434-2
366857,Studio 8-  in the Heart of Bondi,1852102,Ann And Mad,,Waverley,-33.89247,151.26267,Entire home/apt,155,2,111,2020-01-19,1.55,3,331,9,PID-STRA-6430
368264,Sunny Flat Close To Beach & Shops,1859383,Jelle,,Randwick,-33.91946,151.24227,Entire home/apt,70,120,0,,,2,358,0,
368282,Lovely spacious 3 bedroom home,1859504,Deborah,,Marrickville,-33.89898,151.14432,Entire home/apt,290,90,6,2020-01-05,0.06,1,0,0,
368513,the best of Sydney's Shipwright Bay,1860248,Vic And  Lori,,City Of Kogarah,-33.99718,151.1158,Entire home/apt,167,90,45,2015-11-23,0.39,1,355,0,
377711,"Art-deco Flat, Quiet & Beachside",1114596,Matthew,,Randwick,-33.91097,151.25307,Entire home/apt,88,90,3,2021-10-21,0.23,2,309,2,
379498,EntireModern DesignerTerrace House,1817516,Micky,,Sydney,-33.88331,151.21261,Entire home/apt,203,2,44,2019-10-14,1.21,2,297,0,PID-STRA-38235
381091,Central + Surry Hills + Views + YAY,1905189,Michael,,Sydney,-33.88362,151.21188,Entire home/apt,149,90,350,2020-02-03,4.36,1,0,0,
386997,Beautiful 2 Bedroom Apt Min Walk to the City,1936434,Thais,,Sydney,-33.88721,151.19794,Entire home/apt,155,7,200,2021-08-10,2.33,14,283,23,PID-STRA-12323-2
397905,Fabulous Bondi Beach - Australia.,1987029,Janice,,Waverley,-33.88478,151.28112,Private room,50,90,8,2018-05-21,0.07,1,0,0,
403909,Master Bedroom w Ensuite &Balcony,2013669,Claire,,Woollahra,-33.88815,151.23214,Private room,75,90,1,2016-01-04,0.01,1,0,0,
405375,Stanmore - 2 comfy dble bedrooms,2020220,Mark,,Marrickville,-33.89387,151.16585,Entire home/apt,250,7,29,2018-03-11,0.32,2,314,1,PID-STRA-11196
408330,Bondi Beach -  Beachfront Stunner,1911628,Cathy,,Waverley,-33.88909,151.2757,Entire home/apt,199,3,104,2020-03-14,1.89,2,282,14,PID-STRA-11868-1
410073,Sydney Opera House-20min walk,2041405,Tabitha,,Sydney,-33.87154,151.22094,Entire home/apt,145,3,210,2020-02-07,1.86,2,354,2,PID-STRA-8299
411828,Private garden studio with bathroom,1391360,David,,Lane Cove,-33.80525,151.15999,Private room,75,2,107,2018-04-14,0.93,1,365,4,PID-STRA-8871
413968,*FULLY FURNISHED ROOM*,2059690,Deyaco,,Parramatta,-33.82469,151.02031,Private room,71,168,0,,,1,358,0,
418136,Sunny Private Unit near Manly Beach,2079008,Jenny,,Warringah,-33.76838,151.2606,Entire home/apt,95,7,52,2018-04-13,0.69,1,129,0,PID-STRA-12856
421997,Leafy Studio with Tranquil Pittwater View,2098455,Leigh & Phillip,,Pittwater,-33.63919,151.32076,Entire home/apt,190,2,137,2021-03-07,1.27,1,297,14,PID-STRA-2339
430526,Sydney beach side family retreat,2140264,Craig,,Randwick,-33.91155,151.25992,Entire home/apt,750,6,8,2019-12-27,0.07,1,36,0,PID-STRA-13600
446497,Lovely Family Home Close to Manly!,2200681,Sarah,,Manly,-33.79529,151.27065,Entire home/apt,395,7,11,2019-12-30,0.10,1,246,0,PID-STRA-2041-7
460109,Cosy Flat by the Sea!,2260791,Ursula,,Randwick,-33.91579,151.26554,Entire home/apt,85,90,15,2015-06-08,0.13,1,0,0,
465977,An Oasis in the centre of vibrant Surry Hills,77867,Lindy,,Sydney,-33.88738,151.21303,Entire home/apt,383,90,44,2017-03-13,0.40,1,63,0,
471389,Sunny cosy bedroom near transport,490818,Craig,,Sydney,-33.90224,151.20504,Private room,50,90,147,2020-03-24,1.78,2,0,1,
472566,Manly Sunshine Cottage - quiet family retreat,2343880,Clive & Terese,,Warringah,-33.78446,151.2747,Entire home/apt,264,5,77,2020-03-30,0.97,1,235,5,PID-STRA-7520-2
475512,"Sunny Bondi Studio with Garage, Pool and Balcony",2357596,Loretta,,Waverley,-33.89375,151.26337,Entire home/apt,100,10,69,2020-03-09,0.64,1,318,3,PID-STRA-2073
491774,Entire 2BDR flat@Bondi Beach,2430529,Dagmar,,Waverley,-33.89332,151.27289,Entire home/apt,250,90,3,2018-04-17,0.05,2,173,0,
496747,"Bondi, Sydney, room in cosy flat",2453312,Kit,,Waverley,-33.89283,151.26773,Private room,70,90,1,2016-01-03,0.01,1,0,0,
498008,In The Heart of Sydney CBD ! WIFI,2351093,Mirko,,Sydney,-33.8634,151.21103,Entire home/apt,193,3,364,2020-09-19,4.36,1,343,15,PID-STRA-10317
499631,Lugarno Lodge Garden Apartment,2465634,Steven,,Hurstville,-33.98516,151.03709,Entire home/apt,75,14,33,2021-11-06,0.55,1,239,7,PID-STRA-6335
503025,"Bright, modern luxury apartment in prime location",589529,Mark & Luce,,Waverley,-33.88619,151.2699,Entire home/apt,420,90,7,2020-08-25,0.10,1,0,0,
509133,Bondi Garden Apartment,2509326,Cat,,Waverley,-33.88186,151.27167,Entire home/apt,159,7,58,2019-11-11,2.35,1,0,3,PID-STRA-7786-5
537851,The little Manly getaway :),2642660,Daniel,,Manly,-33.80339,151.28761,Entire home/apt,112,2,187,2019-09-06,3.30,1,135,21,PID-STRA-25926
539231,Newport Beach Sydney Ocean View,2649331,Ann-Maree & Malcolm,,Pittwater,-33.65032,151.31931,Entire home/apt,200,2,215,2021-05-09,4.77,1,305,14,PID-STRA-5301
555783,Trendy Apartment in Perfect Surry Hills Location,2733544,Mathieu,,Sydney,-33.88807,151.20808,Entire home/apt,244,90,32,2017-07-27,0.62,1,0,0,
583321,"Close to famous Bondi Beach ,",2874517,Ross,,Waverley,-33.89092,151.2663,Private room,80,3,140,2019-11-17,1.47,1,349,0,PID-STRA-11480
587669,Magnificent ocean views!,2908016,Bobbie,,Pittwater,-33.60319,151.33141,Entire home/apt,607,2,82,2019-01-01,0.96,1,0,5,PID-STRA-25259
591662,Breathtaking beach and ocean views,1468090,Rahel,,Waverley,-33.89632,151.27312,Entire home/apt,259,90,55,2020-01-10,1.70,1,280,0,
592309,Coogee Beachside Garden Apartment,2076170,Felicity,,Randwick,-33.92047,151.25674,Entire home/apt,250,90,45,2019-12-22,0.41,1,190,0,
594776,Light  Room In Coogee near Beach,2938681,Shushann,,Randwick,-33.91346,151.25206,Private room,60,90,26,2019-04-14,0.24,1,364,2,
606519,Early Beach Walk B&B - Malabar,3004325,Mireille,,Randwick,-33.96999,151.25376,Private room,100,90,0,,,1,365,0,
614739,"Big, bright room in Stanmore house",3048738,Elise,,Marrickville,-33.88964,151.16805,Private room,45,90,2,2012-10-31,0.02,1,0,0,
616822,Luxury Terrace Apartment,3046924,Contemporary Hotels,,Sydney,-33.87773,151.21481,Entire home/apt,257,3,6,2018-08-19,0.09,17,268,0,PID-STRA-22570
619474,Potts Point Apt - Dance loft conv,1261500,Hugh,,Sydney,-33.87334,151.2224,Entire home/apt,123,3,258,2019-12-31,2.40,5,326,0,PID-STRA-8773
622670,Bed and breakfast in friendly house,3087031,Frances,,Lane Cove,-33.83255,151.16677,Private room,65,2,99,2020-02-06,1.78,4,305,0,PID-STRA-3084
633322,Sunny Garden Apartment at Manly Beach,3152466,Leah,,Manly,-33.80259,151.28761,Entire home/apt,186,90,93,2021-02-12,1.35,1,0,3,
634590,Rose Bay - 10mins to CBD and Bondi,2427911,Lennon,,Woollahra,-33.87477,151.26335,Entire home/apt,256,3,4,2016-04-06,0.06,1,83,0,PID-STRA-102
641123,Bronte Beach Glamour + Serenity,3202540,Ruth,,Waverley,-33.90629,151.25702,Private room,66,7,14,2017-10-13,0.15,1,363,0,PID-STRA-12214
651796,"Maroubra Junction, Eastern Suburbs",3275877,Elle,,Randwick,-33.94717,151.24245,Shared room,82,90,0,,,1,0,0,
653240,"Double Room, Bondi Junction, Sydney.",3284546,Nan,,Waverley,-33.89472,151.25282,Private room,80,1,199,2020-01-06,2.32,1,310,4,PID-STRA-2710
653534,Specious House in Bondi,3287072,Gail,,Waverley,-33.8824,151.27159,Entire home/apt,257,90,0,,,2,0,0,
655953,"Bondi, Bondi Beach, Apartment",3303253,Dan,,Waverley,-33.8867,151.27622,Entire home/apt,275,90,10,2017-01-02,0.10,1,365,0,
659009,Sky Loft by Contemporary Hotels,3046924,Contemporary Hotels,,Sydney,-33.87742,151.22231,Entire home/apt,1329,5,14,2019-03-04,0.24,17,361,0,PID-STRA-23237-2
659320,Bondi Beach apartment,2911473,Julian,,Waverley,-33.89225,151.2668,Entire home/apt,229,90,22,2019-04-29,0.27,1,197,0,
664353,Balmain East Charm,2551056,Carolyn,,Leichhardt,-33.85571,151.19177,Entire home/apt,135,3,87,2019-04-01,2.51,1,251,0,PID-STRA-17570-1
677230,Beautiful Water View Entire Apartment,576873,Morgan,,Sydney,-33.87076,151.23029,Entire home/apt,88,90,19,2016-10-22,0.23,1,364,0,
686805,FAB SELF CONTAINED STUDIO IN SYDNEY,3437247,Max,,Sydney,-33.87509,151.22038,Entire home/apt,99,90,357,2019-12-31,4.04,1,0,0,
698401,Modern inner city Sydney terrace,3579902,Esti,,Sydney,-33.89644,151.21233,Entire home/apt,250,90,1,2013-01-06,0.01,1,0,0,
698667,Manly Beach,3511362,Bevan & Jen,,Manly,-33.78634,151.28518,Entire home/apt,220,90,18,2013-01-03,0.17,1,0,0,
701180,Sunny apartment Inner West Sleeps 4,3255027,Antoinette,,Canterbury,-33.90736,151.10974,Entire home/apt,100,90,31,2018-04-03,0.43,1,324,0,
701670,Beautiful Bushland Retreat Sydney,3600837,Maryellen,,Sutherland Shire,-34.04222,151.06819,Entire home/apt,95,90,231,2019-05-29,2.29,2,0,0,
701914,Family Friendly House in Randwick,2688277,Jennifer,,Randwick,-33.92489,151.24351,Entire home/apt,450,3,6,2020-01-03,0.06,2,0,0,Exempt
706428,The Chee Bondi - Beach Studio 06,3630693,The Chee,,Waverley,-33.8905,151.27261,Entire home/apt,237,1,59,2015-08-22,0.71,3,42,3,PID-STRA-5914
706542,THE GREEN ROOM,3631357,Marianne,,Warringah,-33.75398,151.26013,Private room,50,2,5,2021-06-05,0.05,5,320,2,PID-STRA-8764
708819,Absolute privacy 5 min to rails. Comfort in nature,825199,Askar And Zara,,Ku-Ring-Gai,-33.74993,151.14397,Entire home/apt,115,3,37,2019-05-08,0.64,2,130,0,PID-STRA-4806
709066,Comfortable family house- Kingsford,3648078,Camille,,Botany Bay,-33.92658,151.22131,Entire home/apt,150,15,1,2019-01-25,0.03,2,0,0,PID-STRA-16499
714131,Surry Hills:Luxury Apartment & Pool,3677397,Lili,,Sydney,-33.88683,151.21037,Entire home/apt,93,365,2,2013-03-27,0.02,1,365,0,
718597,The Ranger's Cottage Manly Bush View Beach House,3706591,Felicity,,Manly,-33.80175,151.26628,Entire home/apt,180,7,54,2016-11-25,0.50,1,84,2,PID-STRA-1787-0
725541,The Biggest Bed in Sydney + Parking,1943399,Paul And Raymond,,Sydney,-33.89129,151.20172,Entire home/apt,78,3,485,2020-03-21,4.86,1,11,30,PID-STRA-21129
731503,Private and Light Airy Room with Valley Views,3631357,Marianne,,Warringah,-33.75531,151.26042,Private room,55,2,18,2019-05-08,0.18,5,160,0,PID-STRA-8764
731529,Goldilocks Small Double Room,3631357,Marianne,,Warringah,-33.75734,151.26062,Private room,44,2,17,2019-09-23,0.20,5,339,2,PID-STRA-8764
740157,"'Clovelly Art House': large garden apt, near beach",3859129,Phil & Lisa,,Randwick,-33.91293,151.26031,Entire home/apt,204,21,90,2021-03-06,1.11,1,0,1,PID-STRA-19639
741598,Ocean Villa close to Bondi Beach,3881804,Carole,,Waverley,-33.87548,151.28181,Entire home/apt,1100,90,0,,,1,0,0,
743357,Modern family-friendly unit with garden & nursery,3222787,Carolyn,,Waverley,-33.89459,151.26627,Entire home/apt,196,90,8,2014-10-01,0.08,1,0,0,
745467,Holiday house near the beach in Maroubra.,2532222,Guy,,Randwick,-33.94285,151.25687,Entire home/apt,189,6,11,2013-03-05,0.15,1,242,0,PID-STRA-7828
750029,new york at bondi beach: LOCATION !!!,3943095,Sean,,Waverley,-33.89058,151.27341,Entire home/apt,450,90,2,2017-01-02,0.03,1,0,0,
750830,The Chee Bondi- Beach Studio 03,3630693,The Chee,,Waverley,-33.89063,151.27248,Entire home/apt,257,1,61,2019-03-16,0.73,3,43,6,PID-STRA-5917
751568,Boho Terrace Hip Centre Syd,334978,Cc,,Sydney,-33.8983,151.18348,Entire home/apt,235,90,36,2015-04-15,0.45,1,358,0,
752978,Balmoral Beach Cottage with Garden,3645455,Tracey,,Mosman,-33.82723,151.24906,Entire home/apt,599,7,5,2021-02-27,0.05,1,300,1,PID-STRA-965-5
755619,LUXURY MANLY BEACH APARTMENT,3976940,Jiro,,Manly,-33.80025,151.28832,Private room,153,90,4,2015-01-05,0.04,1,0,0,
757874,Holiday Rental - Work/Play by the Bay,3991115,Duane & Jenny,,Canada Bay,-33.83087,151.08355,Entire home/apt,250,14,3,2016-01-13,0.04,1,326,0,Exempt
761223,Bondi rd. 2br luxury apartment,3742271,Yair,,Waverley,-33.89283,151.26079,Entire home/apt,500,90,54,2018-12-25,0.75,1,0,0,
765619,Northview Villa by Contemporary Hotels,3046924,Contemporary Hotels,,Pittwater,-33.59443,151.32411,Entire home/apt,1350,2,6,2020-10-14,0.07,17,228,0,PID-STRA-22770
765765,Beachside Love Shack Bronte,490291,Ingrid,,Waverley,-33.90494,151.26737,Entire home/apt,210,4,42,2020-10-14,0.50,2,296,0,PID-STRA-8957
767295,New Aircon! Spacious & Modern Walk to CBD,3809995,Charlotte,,Sydney,-33.87151,151.22435,Entire home/apt,111,2,428,2021-06-03,4.23,3,150,26,PID-STRA-14807
768091,Delightful Bondi Beach House.,3932725,Paul,,Waverley,-33.8915,151.26577,Entire home/apt,360,4,12,2016-04-04,0.11,2,3,1,PID-STRA-7633
769833,Charming 1880s Newtown Terrace,2424664,Toby,,Marrickville,-33.89731,151.17694,Entire home/apt,120,90,8,2019-10-05,0.07,1,0,0,
770164,Cozy room in a big city,4059587,Emily,,Marrickville,-33.8918,151.16006,Private room,75,90,0,,,1,0,0,
771147,Apartment with Water Views,4068265,Daniela,,Mosman,-33.8154,151.24196,Private room,80,90,3,2019-01-30,0.03,1,363,0,
771702,Bright spacious terrace in desirable leafy street,3564414,Paris,,Sydney,-33.89505,151.21252,Private room,55,90,41,2015-11-23,0.42,2,89,0,
775552,Balmoral beach Garden Oasis  Mosman,2650727,Robbie,,Mosman,-33.82532,151.2465,Entire home/apt,189,3,196,2020-12-16,1.85,1,277,21,Exempt
777184,Oxford St Apartment w/ Gym Spa Pool,4098267,Rolmar,,Sydney,-33.87847,151.21367,Entire home/apt,500,256,121,2019-11-05,1.31,1,365,0,
777278,PANORAMIC HARBOUR & CITY VIEWS!,4099460,Serena,,North Sydney,-33.83204,151.21408,Entire home/apt,145,90,9,2014-03-24,0.08,3,0,0,PID-STRA-25968
777307,Twin bed room in Hornsby Sydney (Room 2),4099655,Hong,,Hornsby,-33.68249,151.10458,Private room,81,90,50,2015-10-27,0.48,4,365,0,
781631,"Quality apartment, Quality location",1918111,Mike,,Sydney,-33.86658,151.22445,Private room,329,90,27,2016-02-22,0.40,1,365,0,
783928,Potts Point Apt - Regents Court A,1261500,Hugh,,Sydney,-33.87255,151.22403,Entire home/apt,123,3,257,2020-01-19,2.55,5,332,11,Exempt
786623,Triple Size Loft + Private Ensuite,4147111,Kaye & Michael,,Manly,-33.80338,151.2627,Private room,145,2,5,2020-01-01,0.05,1,220,0,PID-STRA-25583
787970,Beach to home in 3 minutes: Bondi N,1596176,Komang,,Waverley,-33.88859,151.28223,Entire home/apt,307,3,69,2019-08-12,0.64,1,343,0,PID-STRA-969-4
789945,Double room in Hornsby Sydney (Room 3),4099655,Hong,,Hornsby,-33.68142,151.1046,Private room,86,90,96,2018-01-07,1.00,4,362,0,
790402,Queen bed large room in Hornsby Sydney--(Room 1),4099655,Hong,,Hornsby,-33.68324,151.10251,Private room,95,90,29,2018-12-28,0.36,4,365,0,
791521,"Great Location, Gorgeous View",4170245,Irmke,,Sydney,-33.87018,151.22167,Entire home/apt,250,90,25,2016-07-12,0.25,2,0,0,
792905,Comfy Room in Great Flat 1 Block from Manly Cove,589492,Kat,,Manly,-33.80447,151.28594,Private room,89,90,0,,,1,87,0,
798517,Private Rooms (3) and Living Space/Bathroom,4214125,Michelle,,Penrith,-33.79721,150.77496,Private room,120,90,4,2018-02-14,0.05,1,365,0,
800345,"Great Location, Gorgeous View 1 roo",4170245,Irmke,,Sydney,-33.86877,151.22336,Private room,600,90,0,,,2,0,0,
801669,New Spacious Double Room,4219740,Julia,,Warringah,-33.75133,151.22766,Private room,55,90,15,2021-01-18,0.21,1,279,1,
803334,Private Maroubra RM w/ Ensuite #,4228177,Kasia,,Randwick,-33.94893,151.24251,Private room,75,90,13,2019-10-04,0.14,1,364,1,
804527,180° Ocean views beach pad,4234893,Sophie,,Waverley,-33.89921,151.26307,Entire home/apt,200,90,9,2017-01-03,0.11,1,0,0,
813754,Bondi Tamarama Luxury Apartment!,4276604,Mike,,Waverley,-33.89724,151.27002,Entire home/apt,716,90,26,2017-03-21,0.24,1,365,0,
813853,Perfect Position on Queen Street,1460480,Karren,,Woollahra,-33.88765,151.24002,Entire home/apt,150,7,49,2020-02-09,0.47,1,102,2,PID-STRA-10670-6
821744,Sunny home lower North Shore Sydney with pool.,4314951,Mark,,North Sydney,-33.82413,151.22848,Entire home/apt,650,90,3,2016-02-27,0.03,1,155,0,
822347,STUNNING!! Inner city NY-Style Loft Warehouse Apt,2667699,Natacha,,Sydney,-33.89202,151.19521,Entire home/apt,220,3,28,2014-10-15,0.29,1,131,3,PID-STRA-14744
823998,2BD house close to beaches & city,4326256,Simon,,Waverley,-33.89052,151.24187,Entire home/apt,236,90,5,2020-01-04,0.06,1,6,0,
827069,Private room with Bronte beach view,4337967,Andy,,Waverley,-33.90509,151.26268,Private room,45,90,18,2020-01-24,0.84,1,365,1,
832754,Apartment 15 minutes to City with free parking.,4358703,Galina,,Marrickville,-33.91417,151.15346,Entire home/apt,72,3,155,2020-01-03,1.75,3,319,23,PID-STRA-17268
834482,Dee Why 2 bed unit- stroll to beach,4365688,Lorna,,Warringah,-33.75705,151.29197,Private room,140,90,0,,,1,0,0,
834874,Large 2-Beds apt with 180° view on beach,4367219,Léo,,Waverley,-33.88946,151.27462,Entire home/apt,250,90,14,2021-04-18,0.15,1,0,3,
835531,"AMAZING STUDIO, In URBAN OASIS!",1972133,Phillip,,Sydney,-33.87651,151.22685,Entire home/apt,93,5,97,2020-01-05,0.93,9,84,14,PID-STRA-25764
837264,Huge bright loft in sunny Sydney,4375372,John,,Sydney,-33.89676,151.20447,Private room,43,90,3,2016-06-22,0.03,1,0,0,
837460,Curl Curl Beach Living,4376496,Don,,Warringah,-33.76897,151.29007,Entire home/apt,485,90,2,2018-01-03,0.06,1,99,0,
841184,Sale Modern room -Waterloo near CBD,4254184,Dinda,,Sydney,-33.89926,151.2123,Private room,50,2,71,2018-07-19,0.99,3,350,7,PID-STRA-11602-1
